Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location of event,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Type of education facility,Attacks on Schools,Attacks on Universities,Military Occupation of Education facility,Arson attack on education facility,Forced Entry into education facility,Damage/Destruction To Ed facility Event,Attacks on Students and Teachers,Educators Killed,Educators Injured,Educators Kidnapped,Educators Arrested,Known Educators Kidnap Or Arrest Outcome,Students Attacked in School,Students Killed,Students Injured,Students Kidnapped,Known Student Kidnap Or Arrest Outcome,Students Arrested,Sexual Violence Affecting School Age Children,SiND Event ID,Date Event Entered,Date Event Modified
2026-03-29,,OPT,PSE,West Bank,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128718,2026-04-14,2026-04-17
2026-03-29,,Kuwait,KWT,Ahmadi Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128719,2026-04-14,2026-04-17
2026-03-29,,Kuwait,KWT,Ahmadi Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128720,2026-04-14,2026-04-17
2026-03-29,,Jordan,JOR,Madaba,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128721,2026-04-14,2026-04-17
2026-03-29,,Iraq,IRQ,Baghdad Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128722,2026-04-14,2026-04-17
2026-03-29,,Iraq,IRQ,Baghdad Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128723,2026-04-14,2026-04-17
2026-03-29,,Iraq,IRQ,Sulaymaniyah Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128724,2026-04-14,2026-04-17
2026-03-29,,Iraq,IRQ,Sulaymaniyah Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128725,2026-04-14,2026-04-17
2026-03-29,,Bahrain,BHR,Southern Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128726,2026-04-14,2026-04-17
2026-03-29,,Lebanon,LBN,Beirut Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128740,2026-04-14,2026-04-29
2026-03-29,,Lebanon,LBN,Beirut Governorate,,,censored,Remote Threat,Foreign Forces: Military,Islamic Revolutionary Guard Corps,Not Applicable: No Direct Violence,University,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128741,2026-04-14,2026-04-29
2026-03-29,,Iran,IRN,Tehran Province,,,censored,Education Building ,Foreign Forces: Military,Israeli Defence Forces,Aerial Bomb: Drone,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,129339,2026-04-25,2026-05-06
2026-03-29,,Iraq,IRQ,Baghdad Governorate,,,censored,Education Building ,NSA,Unidentified Armed Actor,Aerial Bomb: Drone,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,130417,2026-05-06,2026-05-14
2026-03-28,,Iran,IRN,Tehran Province,,,censored,Education Building ,Foreign Forces: Military,"Israeli Defence Forces, US Military",Aerial Bomb: Plane,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126932,2026-04-02,2026-04-10
2026-03-28,,Lebanon,LBN,Baalbek-Hermel Governorate,,,censored,Home,Foreign Forces: Military,Israeli Defence Forces,Aerial Bomb: Plane,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,126936,2026-04-02,2026-04-10
2026-03-28,,Lebanon,LBN,South Governorate,,,censored,Unspecified Location,Foreign Forces: Military,Israeli Defence Forces,Aerial Bomb: Plane,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,126938,2026-04-02,2026-04-10
2026-03-28,,Iran,IRN,Tehran Province,,,censored,Education Building ,Foreign Forces: Military,Israeli Defence Forces,Aerial Bomb: Drone,University,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,129336,2026-04-25,2026-05-06
2026-03-28,,Iran,IRN,Tehran Province,,,censored,Education Building ,Foreign Forces: Military,Israeli Defence Forces,Aerial Bomb: Drone,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,129337,2026-04-25,2026-05-06
2026-03-28,,Ukraine,UKR,Mykolaiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,130560,2026-05-08,2026-05-14
2026-03-27,,Colombia,COL,RAP Caribe,,,censored,Private Travel,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,128629,2026-04-13,2026-05-08
2026-03-26,,Iran,IRN,Isfahan Province,,,censored,Education Building ,Foreign Forces: Military,"Israeli Defence Forces, US Military",Aerial Bomb: Plane,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126813,2026-03-28,2026-04-10
2026-03-26,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128637,2026-04-13,2026-05-08
2026-03-26,,Pakistan,PAK,Punjab,,,censored,Education Building ,No Information,No Information,Unspecified IED,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128704,2026-04-14,2026-04-17
2026-03-26,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128826,2026-04-16,2026-04-23
2026-03-25,,OPT,PSE,West Bank,,,censored,Home,Government: Military,Israeli Defence Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,NoInformation,0,0,0,0,,0,0,126792,2026-03-26,2026-04-10
2026-03-24,,OPT,PSE,West Bank,,,censored,Education Building ,Civilian,Israeli settlers,No Information on the Weapon Used,Primary School,1,0,0,0,1,1,False,0,0,0,0,,0,0,0,0,,0,0,126794,2026-03-27,2026-04-10
2026-03-24,,Iran,IRN,Isfahan Province,,,censored,Education Building ,Foreign Forces: Military,"Israeli Defence Forces, US Military",Aerial Bomb: Plane,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126814,2026-03-28,2026-04-10
2026-03-24,,Pakistan,PAK,Khyber Pakhtunkhwa,,,censored,Private Travel,NSA,TTP Tehrik-i-Taliban Pakistan,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,128634,2026-04-13,2026-05-08
2026-03-24,,Ukraine,UKR,Kharkiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128823,2026-04-16,2026-04-23
2026-03-24,,Ukraine,UKR,Poltava Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128824,2026-04-16,2026-04-23
2026-03-24,,Ukraine,UKR,Kharkiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128825,2026-04-16,2026-04-23
2026-03-23,,OPT,PSE,Gaza Strip,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Firearms,School: No Further Details,1,0,0,0,1,0,True,0,0,0,0,,1,0,0,0,,0,0,126659,2026-03-23,2026-03-27
2026-03-23,,OPT,PSE,West Bank,,,censored,Education Building ,Civilian,Israeli settlers,Unarmed Perpetrator,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126660,2026-03-23,2026-04-23
2026-03-23,,Lebanon,LBN,Mount Lebanon Governorate,,,censored,Education Building ,No Information,No Information,Firearms,University,0,0,0,0,0,0,True,0,0,0,0,,1,0,1,0,,0,0,126722,2026-03-25,2026-03-27
2026-03-23,,Iran,IRN,Tehran Province,,,censored,Home,Foreign Forces: Military,"Israeli Defence Forces, US Military",Aerial Bomb: Plane,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,126826,2026-03-29,2026-04-10
2026-03-23,,Lebanon,LBN,South Governorate,,,censored,Education Building ,Foreign Forces: Military,Israeli Defence Forces,Artillery,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128633,2026-04-13,2026-05-06
2026-03-23,,OPT,PSE,West Bank,,,censored,Education Building ,Foreign Forces: Military,Islamic Republic of Iran Armed Forces,Missile,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128635,2026-04-13,2026-05-14
2026-03-23,,Ukraine,UKR,Sumy Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128811,2026-04-16,2026-04-23
2026-03-23,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128818,2026-04-16,2026-04-23
2026-03-23,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128819,2026-04-16,2026-04-23
2026-03-23,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128820,2026-04-16,2026-04-23
2026-03-23,,Ukraine,UKR,Sumy Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128822,2026-04-16,2026-04-23
2026-03-22,,OPT,PSE,West Bank,,,censored,Education Building ,Civilian,Israeli settlers,Arson,Secondary School,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126943,2026-04-02,2026-04-23
2026-03-22,,Ukraine,UKR,Sumy Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128638,2026-04-13,2026-05-08
2026-03-22,,Ukraine,UKR,Kharkiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128817,2026-04-16,2026-04-23
2026-03-22,,Ukraine,UKR,Kherson Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128821,2026-04-16,2026-04-23
2026-03-21,,Iran,IRN,Tehran Province,,,censored,Education Building ,Foreign Forces: Military,Israeli Defence Forces,Aerial Bomb: Plane,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128631,2026-04-13,2026-05-06
2026-03-21,,Ukraine,UKR,Sumy Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128639,2026-04-13,2026-05-08
2026-03-21,,Zimbabwe,ZWE,Mashonaland West Province,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,University,0,1,0,0,1,0,True,0,0,0,0,,1,0,0,1,NoInformation,0,0,128640,2026-04-13,2026-05-08
2026-03-21,,Ukraine,UKR,Sumy Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128793,2026-04-15,2026-04-21
2026-03-21,,Ukraine,UKR,Sumy Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128794,2026-04-15,2026-04-21
2026-03-21,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128795,2026-04-15,2026-04-21
2026-03-20,,Israel,ISR,Haifa District,,,censored,Education Building ,Foreign Forces: Military,Islamic Republic of Iran Armed Forces,Cluster Bomb,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126763,2026-03-25,2026-04-10
2026-03-20,,OPT,PSE,West Bank,,,censored,Education Building ,Civilian,Israeli settlers,Firearms,School: No Further Details,1,0,0,0,1,1,False,0,0,0,0,,0,0,0,0,,0,0,126942,2026-04-02,2026-04-10
2026-03-20,,India,IND,Uttar Pradesh,,,censored,Education Building ,Civilian,Students,Firearms,University,0,0,0,0,0,0,True,0,0,0,0,,1,1,0,0,,0,0,128675,2026-04-13,2026-04-17
2026-03-19,,Ukraine,UKR,Chernihiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128786,2026-04-15,2026-04-21
2026-03-19,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128790,2026-04-15,2026-04-23
2026-03-18,,Iran,IRN,Kermanshah Province,,,censored,Unspecified Location,Government: Military,Islamic Republic of Iran Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,126656,2026-03-23,2026-03-27
2026-03-17,,OPT,PSE,West Bank,,,censored,Home,Government: Military,Israeli Defence Forces,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,NoInformation,0,0,0,0,,0,0,126569,2026-03-20,2026-03-27
2026-03-17,,Afghanistan,AFG,Paktika Province,,,censored,Education Building ,Foreign Forces: Military,Pakistan Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,129374,2026-04-27,2026-05-08
2026-03-16,,Iran,IRN,Markazi Province,,,censored,Education Building ,Foreign Forces: Military,"Israeli Defence Forces, US Military",Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126416,2026-03-17,2026-03-20
2026-03-16,,Myanmar,MMR,Special Region 1,,,censored,Education Building ,NSA,Myanmar National Democratic Alliance Army,Firearms,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,127023,2026-04-08,2026-04-10
2026-03-15,,OPT,PSE,Gaza Strip,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126468,2026-03-18,2026-03-26
2026-03-15,,Israel,ISR,Tel-Aviv District,,,censored,Education Building ,Foreign Forces: Military,Islamic Republic of Iran Armed Forces,Missile,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126730,2026-03-25,2026-04-10
2026-03-15,,Iran,IRN,Hamadan Province,,,censored,Education Building ,Multiple,"Israeli Defence Forces, US Military",Aerial Bomb: Plane,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126762,2026-03-25,2026-04-10
2026-03-14,,Israel,ISR,Center District,,,censored,Education Building ,Foreign Forces: Military,Islamic Republic of Iran Armed Forces,Missile,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126731,2026-03-25,2026-04-10
2026-03-14,,Afghanistan,AFG,Kunar Province,,,censored,Education Building ,Foreign Forces: Military,Pakistan Armed Forces,Artillery,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126746,2026-03-25,2026-04-10
2026-03-14,,Colombia,COL,RAP Pacífico,,,censored,Private Travel,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,126747,2026-03-25,2026-04-10
2026-03-14,,Colombia,COL,RAP Gran Santander,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,1,1,0,Freed,0,0,0,0,,0,0,126748,2026-03-25,2026-04-10
2026-03-14,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126785,2026-03-26,2026-04-10
2026-03-14,,Cameroon,CMR,Adamawa,,,censored,On Way To or From School,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,3,0,NoInformation,0,0,0,0,,0,0,127027,2026-04-08,2026-04-10
2026-03-14,,Nigeria,NGA,Zamfara State,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,University,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,0,,0,0,128423,2026-04-11,2026-05-04
2026-03-14,,Ukraine,UKR,Mykolaiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,128784,2026-04-15,2026-04-21
2026-03-13,,Syria,SYR,Al-Quneitra Governorate,,,censored,Education Building ,Foreign Forces: Military,Israeli Defence Forces,Unspecified Explosive,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126524,2026-03-19,2026-03-20
2026-03-13,,Syria,SYR,Al-Quneitra Governorate,,,censored,Education Building ,Foreign Forces: Military,Israeli Defence Forces,Unspecified Explosive,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126737,2026-03-25,2026-04-23
2026-03-13,,Ukraine,UKR,Kherson Raion,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126779,2026-03-26,2026-04-23
2026-03-13,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128783,2026-04-15,2026-04-21
2026-03-12,,Lebanon,LBN,Mount Lebanon Governorate,,,censored,Education Building ,Foreign Forces: Military,Israeli Defence Forces,Aerial Bomb: Drone,University,0,1,0,0,0,1,True,2,0,0,0,,2,0,0,0,,0,0,126425,2026-03-17,2026-03-20
2026-03-12,,OPT,PSE,West Bank,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Firearms,University,0,1,0,0,1,0,False,0,0,0,0,,0,0,0,0,,0,0,126476,2026-03-18,2026-03-26
2026-03-12,,Ukraine,UKR,Luhansk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126738,2026-03-25,2026-04-10
2026-03-12,,Ukraine,UKR,Mykolaiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126739,2026-03-25,2026-04-10
2026-03-12,,Iran,IRN,Markazi Province,,,censored,Education Building ,Foreign Forces: Military,"Israeli Defence Forces, US Military",Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126827,2026-03-29,2026-04-10
2026-03-12,,OPT,PSE,West Bank,,,censored,Education Building ,Civilian,Israeli settlers,Arson,Pre-School,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126941,2026-04-02,2026-04-10
2026-03-12,,Ukraine,UKR,Mykolaiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,128782,2026-04-15,2026-04-21
2026-03-11,,Sudan,SDN,White Nile,,,censored,Education Building ,Vigilante,Rapid Support Forces,Aerial Bomb: Drone,Secondary School,1,0,0,0,0,1,True,4,0,0,0,,18,9,5,0,,0,0,126642,2026-03-23,2026-03-27
2026-03-11,,DRC,COD,North Kivu,,,censored,On Way To or From School,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,2,0,Freed,0,0,0,0,,0,0,127031,2026-04-08,2026-04-10
2026-03-11,,DRC,COD,North Kivu,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,3,0,Freed,0,0,0,0,,0,0,127043,2026-04-09,2026-04-29
2026-03-10,,Myanmar,MMR,Kayin State,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126673,2026-03-24,2026-03-27
2026-03-10,,Mali,MLI,Mopti,,,censored,Unspecified Location,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,126736,2026-03-25,2026-04-10
2026-03-10,,Ukraine,UKR,Kharkiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Artillery,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126740,2026-03-25,2026-04-10
2026-03-10,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,126745,2026-03-25,2026-04-10
